,artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,YEAR,mode2
3861,MKTO,Classic,1,0.72,0.7909999999999999,1,-4.689,1,0.124,0.0384,0.0,0.157,0.7559999999999999,102.071,175427,4,2012,major
3862,Imagine Dragons,Demons,1,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.32899999999999996,0.428,89.93799999999996,175200,4,2012,major
3863,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,1,0.6409999999999999,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4,2012,major
3864,fun.,We Are Young (feat. Janelle Monáe),1,0.37799999999999995,0.638,10,-5.5760000000000005,1,0.075,0.02,7.659999999999999e-05,0.0849,0.735,184.08599999999998,250627,4,2012,major
3865,Imagine Dragons,Radioactive,1,0.44799999999999995,0.784,9,-3.6860000000000004,1,0.0627,0.106,0.00010800000000000001,0.6679999999999999,0.23600000000000002,136.245,186813,4,2012,major
3866,Frank Ocean,Lost,1,0.9129999999999999,0.603,8,-4.8919999999999995,1,0.226,0.0272,0.000503,0.16699999999999998,0.4970000000000001,123.061,234093,4,2012,major
3867,alt-J,Breezeblocks,1,0.616,0.6559999999999999,5,-7.297999999999999,1,0.0344,0.096,0.0008789999999999999,0.205,0.28600000000000003,150.071,227080,4,2012,major
3868,Bruno Mars,Locked out of Heaven,1,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4,2012,major
3869,Florida Georgia Line,Cruise,1,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4,2012,major
3870,Chief Keef,Love Sosa,1,0.772,0.413,0,-8.193,0,0.08900000000000001,0.0361,0.0,0.111,0.21100000000000002,131.965,246213,4,2012,minor
3871,Neon Trees,Everybody Talks,1,0.47100000000000003,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,177280,4,2012,major
3872,The Lumineers,Ho Hey,1,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133,4,2012,major
3873,Maroon 5,Payphone,1,0.7390000000000001,0.7559999999999999,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.02799999999999,231387,4,2012,major
3874,Lee Brice,Hard To Love,1,0.638,0.722,9,-6.1770000000000005,1,0.0332,0.0119,0.00808,0.18899999999999997,0.469,103.01700000000001,224293,4,2012,major
3875,P!nk,Just Give Me a Reason (feat. Nate Ruess),1,0.778,0.547,2,-7.273,1,0.0489,0.34600000000000003,0.000302,0.132,0.441,95.00200000000001,242733,4,2012,major
3876,The Script,Hall of Fame,1,0.42100000000000004,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.12300000000000001,0.63,84.803,202533,4,2012,major
3877,Meek Mill,Dreams and Nightmares,1,0.631,0.774,11,-2.459,1,0.3,0.46799999999999997,0.0,0.281,0.44,79.745,230693,4,2012,major
3878,Pitbull,Timber (feat. Ke$ha),1,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.7879999999999999,129.99200000000002,204160,4,2012,major
3879,fun.,Some Nights,1,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.93799999999999,277040,4,2012,major
3880,One Direction,They Don't Know About Us,1,0.512,0.754,0,-6.0310000000000015,1,0.055,0.135,0.0,0.0881,0.336,147.89,201693,4,2012,major
3881,One Direction,What Makes You Beautiful,1,0.726,0.787,4,-2.494,1,0.0737,0.009000000000000001,0.0,0.0596,0.888,124.99,199987,4,2012,major
3882,Mac DeMarco,Freaking Out the Neighborhood,1,0.565,0.8320000000000001,8,-5.751,0,0.10800000000000001,0.0639,0.0291,0.386,0.847,143.30200000000005,173889,4,2012,minor
3883,Kesha,Die Young,1,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.8009999999999999,128.001,211920,4,2012,minor
3884,Tame Impala,Feels Like We Only Go Backwards,1,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.50799999999995,192960,4,2012,minor
3885,The Weeknd,Wicked Games,1,0.6579999999999999,0.591,9,-5.197,1,0.0309,0.009590000000000001,5.27e-06,0.325,0.326,114.07799999999999,323747,4,2012,major
3886,Jason Mraz,I Won't Give Up,1,0.585,0.303,4,-10.058,1,0.0398,0.6940000000000001,0.0,0.115,0.142,136.703,240166,3,2012,major
3887,Mac DeMarco,My Kind of Woman,1,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.76899999999999,190846,4,2012,minor
3888,Kendrick Lamar,Poetic Justice,1,0.779,0.5720000000000001,6,-9.985,0,0.37799999999999995,0.157,0.0,0.24600000000000002,0.647,135.95600000000002,300160,4,2012,minor
3889,Mumford & Sons,I Will Wait,1,0.48,0.7559999999999999,1,-5.399,1,0.0333,0.00993,0.00704,0.312,0.447,131.127,276720,4,2012,major
3890,Carly Rae Jepsen,Call Me Maybe,1,0.7829999999999999,0.58,7,-6.547999999999999,1,0.0408,0.0114,2.28e-06,0.10800000000000001,0.66,120.021,193400,4,2012,major
3891,Kendrick Lamar,Money Trees,1,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.22399999999999998,0.344,71.994,386907,4,2012,major
3892,Zedd,Clarity,1,0.509,0.7809999999999999,8,-3.48,1,0.07200000000000001,0.0398,0.0,0.0749,0.17600000000000002,128.0,271427,4,2012,major
3893,The Wanted,Glad You Came,1,0.61,0.841,7,-4.579,0,0.0692,0.055999999999999994,9.85e-06,0.11800000000000001,0.431,126.889,198187,4,2012,minor
3894,Alicia Keys,Girl on Fire,1,0.48200000000000004,0.706,9,-5.7620000000000005,1,0.0609,0.135,0.00106,0.105,0.14400000000000002,92.494,224920,4,2012,major
3895,Travis Porter,Ayy Ladies,1,0.905,0.782,10,-3.6039999999999996,0,0.16399999999999998,0.096,0.0,0.0623,0.7979999999999999,96.055,211293,4,2012,minor
3896,Kip Moore,Somethin' 'Bout A Truck,1,0.5539999999999999,0.794,11,-5.4170000000000025,1,0.035,0.0697,0.0,0.63,0.79,176.01,213827,4,2012,major
3897,Of Monsters and Men,Little Talks,1,0.445,0.757,1,-5.1770000000000005,1,0.0322,0.0206,0.0,0.146,0.42100000000000004,102.87799999999999,266600,4,2012,major
3898,One Direction,Little Things,1,0.7070000000000001,0.222,7,-11.716,1,0.0329,0.7879999999999999,0.0,0.205,0.556,110.095,219640,4,2012,major
3899,Flo Rida,Wild Ones (feat. Sia),1,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.4370000000000001,127.075,232947,4,2012,minor
3900,Frank Ocean,Super Rich Kids,1,0.7390000000000001,0.419,3,-8.241,0,0.0854,0.21899999999999997,0.0,0.196,0.58,60.493,304760,4,2012,minor
3901,The Weeknd,The Morning,1,0.652,0.5489999999999999,6,-7.555,0,0.039,0.317,0.0,0.10400000000000001,0.18600000000000005,120.073,312427,4,2012,minor
3902,MKTO,Wasted,1,0.313,0.429,6,-7.415,1,0.0343,0.787,0.0,0.0863,0.41600000000000004,77.27,184213,4,2012,major
3903,Jason Aldean,Night Train,1,0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,232307,4,2012,major
3904,Kanye West,Mercy,1,0.563,0.496,6,-9.381,0,0.405,0.0679,5.610000000000002e-05,0.17300000000000001,0.424,140.001,329320,4,2012,minor
3905,Grimes,Oblivion,1,0.6970000000000001,0.529,2,-8.838,1,0.0338,0.115,0.9009999999999999,0.0895,0.486,155.974,251267,4,2012,major
3906,Bruno Mars,Treasure,1,0.8740000000000001,0.6920000000000001,5,-5.28,0,0.0431,0.0412,7.240000000000001e-05,0.324,0.937,116.01700000000001,178560,4,2012,minor
3907,Rihanna,Stay,1,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.11699999999999999,0.125,111.89299999999999,240707,4,2012,minor
3908,Kendrick Lamar,Swimming Pools (Drank),1,0.5770000000000001,0.447,8,-5.892,1,0.27699999999999997,0.00627,0.00022,0.0899,0.18899999999999997,74.236,247800,4,2012,major
3909,Train,Drive By,1,0.765,0.8370000000000001,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.02799999999999,195973,4,2012,minor
3910,Calvin Harris,Feel So Close - Radio Edit,1,0.7070000000000001,0.924,7,-2.842,1,0.031,0.0009720000000000001,0.00703,0.204,0.919,127.93700000000001,206413,4,2012,major
3911,Nature Sounds,Relaxing Constant Rain Storm with Distant Thunder Sfx,1,0.0735,0.997,8,-12.484000000000002,1,0.0995,0.0006259999999999999,0.975,0.871,0.0119,81.214,570203,4,2012,major
3912,Kendrick Lamar,m.A.A.d city,1,0.48700000000000004,0.7290000000000001,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.04799999999999,350120,4,2012,major
3913,Taylor Swift,I Knew You Were Trouble.,1,0.622,0.469,3,-6.797999999999999,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.01899999999998,217973,4,2012,minor
3914,MARINA,How to Be a Heartbreaker,1,0.69,0.897,11,-4.6960000000000015,0,0.0506,0.0142,0.0,0.10800000000000001,0.8490000000000001,140.05,221493,4,2012,minor
3915,Bridgit Mendler,Ready or Not,1,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.04299999999999,200947,4,2012,major
3916,Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),1,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,4,2012,major
3917,The Lumineers,Stubborn Love,1,0.598,0.56,0,-11.679,1,0.0375,0.607,0.0432,0.196,0.221,115.01,279000,4,2012,major
3918,Imagine Dragons,It's Time,1,0.6559999999999999,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105.009,237987,4,2012,major
3919,Victorious Cast,Take A Hint,1,0.727,0.86,3,-2.7119999999999997,1,0.0641,0.00443,0.0,0.0718,0.747,133.995,154000,4,2012,major
3920,Kendrick Lamar,Backseat Freestyle,1,0.546,0.6509999999999999,1,-7.601,1,0.3,0.000739,0.0,0.235,0.6459999999999999,77.878,212653,4,2012,major
3921,Nature Sounds,Calm Rolling Thunder and Soothing Rain,1,0.0818,0.294,0,-25.842,1,0.0898,0.0674,0.893,0.359,0.0384,85.34899999999998,570270,3,2012,major
3922,Passion Pit,Take a Walk,1,0.5660000000000001,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006,264493,4,2012,major
3923,Katy Perry,Last Friday Night (T.G.I.F.),1,0.649,0.815,3,-3.7960000000000003,0,0.0415,0.00125,4.31e-05,0.6709999999999999,0.765,126.03,230747,4,2012,minor
3924,Cher Lloyd,Want U Back,1,0.6940000000000001,0.8909999999999999,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939,214573,4,2012,major
3925,Miguel,Adorn,1,0.625,0.5760000000000001,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,4,2012,minor
3926,Rihanna,Stay - Album Version (Edited),1,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.11699999999999999,0.125,111.89299999999999,240707,4,2012,minor
3927,Lupe Fiasco,Battle Scars,1,0.517,0.8109999999999999,5,-4.526,0,0.28600000000000003,0.18600000000000005,0.0,0.105,0.494,168.269,250320,4,2012,minor
3928,Owl City,Good Time,1,0.56,0.872,3,-4.269,1,0.14,0.0239,7.52e-06,0.371,0.6809999999999999,126.053,205933,4,2012,major
3929,Swedish House Mafia,Don't You Worry Child - Radio Edit,1,0.612,0.84,11,-3.145,0,0.0509,0.11199999999999999,0.0,0.11599999999999999,0.43799999999999994,129.042,212862,4,2012,minor
3930,Chief Keef,Hate Bein' Sober,1,0.82,0.47,8,-7.181,1,0.0458,0.00435,0.0,0.141,0.313,132.003,280173,4,2012,major
3931,Imagine Dragons,On Top Of The World,1,0.635,0.9259999999999999,0,-5.5889999999999995,1,0.151,0.0893,4.53e-06,0.0928,0.7609999999999999,100.04799999999999,189840,4,2012,major
3932,One Direction,Kiss You,1,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992,182960,4,2012,major
3933,Flo Rida,Whistle,1,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.7390000000000001,103.976,224653,4,2012,major
3934,Tyga,Rack City,1,0.929,0.33899999999999997,1,-10.880999999999998,1,0.371,0.0373,1.9600000000000002e-05,0.187,0.273,98.986,203200,4,2012,major
3935,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",1,0.5870000000000001,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,310720,4,2012,major
3936,Nature Sounds,Rain And Thunder,1,0.149,0.5870000000000001,1,-28.436,1,0.0892,0.00158,0.9009999999999999,0.48,0.0249,105.895,345391,4,2012,major
3937,Pierce The Veil,King For A Day,1,0.40299999999999997,0.965,6,-2.238,1,0.0964,3.81e-05,0.000276,0.341,0.431,112.363,236293,4,2012,major
3938,The Beach Boys,Kokomo,1,0.6829999999999999,0.637,0,-10.255999999999998,1,0.032,0.0103,0.0,0.245,0.9309999999999999,115.57700000000001,217093,4,2012,major
3939,Frank Ocean,Forrest Gump,1,0.701,0.41700000000000004,6,-7.818,0,0.0329,0.0888,0.000648,0.375,0.18600000000000005,95.00299999999999,194840,4,2012,minor
3940,Nature Sounds,Meditative Gentle Rain and Distant Thunder,1,0.0969,0.315,1,-28.805999999999997,1,0.0523,0.0451,0.752,0.484,0.158,82.955,570103,3,2012,major
3941,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,1,0.716,0.485,1,-7.745,1,0.40399999999999997,0.12300000000000001,2.6899999999999997e-05,0.604,0.26,74.132,313787,4,2012,major
3942,Rihanna,Diamonds,1,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.39299999999999996,91.97200000000001,225147,4,2012,minor
3943,Maroon 5,One More Night,1,0.718,0.82,5,-3.4530000000000003,0,0.0323,0.0444,0.0,0.0846,0.613,92.99799999999999,219467,4,2012,minor
3944,Frank Ocean,Pink Matter,1,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.56900000000005,268813,3,2012,minor
3945,Lana Del Rey,Video Games - Remastered,1,0.23600000000000002,0.249,6,-9.595,0,0.0348,0.8109999999999999,1e-06,0.087,0.18100000000000002,72.847,281960,5,2012,minor
3946,Lord Huron,Ends of the Earth,1,0.555,0.584,4,-8.667,1,0.0301,0.27399999999999997,0.0228,0.254,0.41,120.965,284147,4,2012,major
3947,Katy Perry,Firework,1,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4,2012,major
3948,Florida Georgia Line,Round Here,1,0.523,0.9540000000000001,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.9009999999999999,141.982,215120,4,2012,major
3949,Taylor Swift,We Are Never Ever Getting Back Together,1,0.628,0.6759999999999999,7,-5.9110000000000005,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,191880,4,2012,major
3950,MARINA,Primadonna,1,0.66,0.6890000000000001,4,-2.6710000000000003,0,0.0337,0.0884,0.0,0.0922,0.4270000000000001,127.98,221075,4,2012,minor
3951,Frank Ocean,Pyramids,1,0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.7909999999999999,0.15,107.98899999999999,592920,4,2012,minor
3952,Katy Perry,The One That Got Away,1,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.8640000000000001,133.96200000000002,227333,4,2012,minor
3953,Thousand Foot Krutch,Courtesy Call,1,0.532,0.633,11,-5.106,0,0.0682,0.0037799999999999995,0.0,0.0804,0.44799999999999995,164.13,236907,4,2012,minor
3954,Justin Bieber,Boyfriend,1,0.7170000000000001,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4,2012,minor
3955,Justin Bieber,Beauty And A Beat,1,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987,4,2012,major
3956,Daughter,Medicine,1,0.166,0.298,3,-12.439,1,0.032,0.106,0.20600000000000002,0.5720000000000001,0.207,78.437,258973,5,2012,major
3957,Sammy Adams,All Night Longer,1,0.7120000000000001,0.649,1,-4.753,1,0.063,0.0006519999999999999,0.0,0.0683,0.616,127.02799999999999,177093,4,2012,major
3958,Flo Rida,Good Feeling,1,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4,2012,minor
3959,Justin Bieber,As Long As You Love Me,1,0.5710000000000001,0.873,0,-3.3819999999999997,0,0.0997,0.0807,0.0,0.361,0.613,139.691,229467,4,2012,minor
3960,One Direction,Live While We're Young,1,0.6579999999999999,0.8370000000000001,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.9359999999999999,126.015,200187,4,2012,major
3961,Linkin Park,BURN IT DOWN,1,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253,4,2012,minor
3962,The Weeknd,High For This,1,0.465,0.40299999999999997,11,-8.895,0,0.0755,0.7440000000000001,0.000667,0.0777,0.0687,74.95,247227,4,2012,minor
3963,Rain Sounds,White Noise,1,0.0,0.601,4,-13.753,0,0.0,0.11900000000000001,0.7709999999999999,0.968,0.0,0.0,240000,0,2012,minor
3964,Uncle Lucius,Keep The Wolves Away,1,0.682,0.35100000000000003,1,-10.276,0,0.0318,0.52,0.00059,0.11,0.14400000000000002,122.20700000000001,275520,4,2012,minor
3965,The Lumineers,Flowers in Your Hair,1,0.67,0.609,7,-10.088,1,0.0333,0.7490000000000001,6.74e-05,0.22699999999999998,0.573,127.463,109736,4,2012,major
3966,Adele,Skyfall,1,0.34600000000000003,0.552,0,-6.864,0,0.0282,0.41700000000000004,0.0,0.114,0.0789,75.881,286480,4,2012,minor
3967,Pitbull,Feel This Moment (feat. Christina Aguilera),1,0.6729999999999999,0.758,7,-3.6319999999999997,1,0.158,0.039,0.0,0.341,0.542,135.95600000000002,229507,4,2012,major
3968,Lana Del Rey,Summertime Sadness,1,0.565,0.654,1,-6.8260000000000005,0,0.0335,0.0542,1.8000000000000001e-06,0.122,0.235,111.96799999999999,265427,4,2012,minor
3969,Banda Sinaloense MS de Sergio Lizárraga,Mi Razón De Ser,1,0.726,0.537,2,-5.772,0,0.0286,0.46799999999999997,0.0,0.192,0.45399999999999996,124.95299999999999,210493,4,2012,minor
3970,Tame Impala,Elephant,1,0.598,0.5529999999999999,9,-6.742000000000001,0,0.0397,0.562,0.157,0.257,0.5329999999999999,123.075,211227,4,2012,minor
3971,Michael Schulte,You Said You'd Grow Old With Me,1,0.531,0.34700000000000003,0,-7.044,1,0.0345,0.905,0.0,0.0935,0.289,114.441,224743,4,2012,major
3972,Chief Keef,I Don't Like,1,0.742,0.8440000000000001,2,-4.622,1,0.0479,0.000634,0.0,0.0659,0.41600000000000004,131.986,293840,4,2012,major
3973,Carrie Underwood,Blown Away,1,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133,4,2012,minor
3974,Dierks Bentley,5-1-5-0,1,0.5539999999999999,0.8490000000000001,1,-5.181,0,0.0357,0.0246,0.000233,0.31,0.6829999999999999,116.992,182893,4,2012,minor
3975,One Direction,One Thing,1,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.6559999999999999,126.999,197600,4,2012,major
3976,Florida Georgia Line,Get Your Shine On,1,0.4970000000000001,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4,2012,major
3977,Mac Miller,Fight the Feeling,1,0.569,0.8809999999999999,11,-5.875,0,0.366,0.111,0.0,0.655,0.812,148.07,301769,4,2012,minor
3978,Marconi Union,Weightless,1,0.139,0.22,2,-19.974,0,0.0324,0.856,0.831,0.17,0.0789,71.432,480107,5,2012,minor
3979,Katy Perry,California Gurls,1,0.7909999999999999,0.754,0,-3.7289999999999996,1,0.0569,0.00446,0.0,0.163,0.425,125.014,234653,4,2012,major
3980,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),1,0.7809999999999999,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613,4,2012,minor
3981,Easton Corbin,All Over The Road,1,0.491,0.841,5,-3.5789999999999997,1,0.0421,0.0471,0.0,0.0886,0.721,199.851,163067,4,2012,major
3982,Alabama Shakes,Hold On,1,0.574,0.667,5,-5.425,1,0.0301,0.20600000000000002,0.35200000000000004,0.0852,0.546,88.29899999999998,226187,4,2012,major
3983,Train,50 Ways to Say Goodbye,1,0.591,0.935,6,-2.6639999999999997,1,0.0478,0.00028399999999999996,0.000278,0.142,0.736,140.043,247947,4,2012,major
3984,Dirty Heads,Lay Me Down,1,0.6679999999999999,0.78,7,-6.481,1,0.0901,0.0487,0.0,0.107,0.7390000000000001,170.032,215147,4,2012,major
3985,Romeo Santos,Promise (feat. Usher),1,0.764,0.7390000000000001,1,-6.4220000000000015,1,0.0574,0.40299999999999997,0.0,0.0821,0.77,132.995,252253,4,2012,major
3986,Stone Sour,Absolute Zero,1,0.552,0.988,1,-2.555,0,0.0787,0.00010800000000000001,0.309,0.846,0.619,139.941,229840,4,2012,minor
3987,Lee Brice,I Drive Your Truck,1,0.51,0.649,11,-6.215,1,0.0348,0.0978,0.00206,0.11900000000000001,0.11800000000000001,141.963,234840,4,2012,major
3988,Frank Ocean,Bad Religion,1,0.359,0.3670000000000001,9,-7.684,1,0.0335,0.738,1.43e-06,0.0736,0.10400000000000001,83.331,175453,4,2012,major
3989,fun.,Carry On,1,0.38799999999999996,0.6940000000000001,5,-5.769,1,0.0735,0.11800000000000001,0.000293,0.08199999999999999,0.365,145.434,278373,5,2012,major
3990,Cigarettes After Sex,Nothing's Gonna Hurt You Baby,1,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,286293,4,2012,major
3991,Love and Theft,Angel Eyes,1,0.6559999999999999,0.696,8,-5.9170000000000025,1,0.0261,0.0134,0.0,0.0753,0.966,108.015,186627,4,2012,major
3992,Halestorm,I Miss the Misery,1,0.469,0.9690000000000001,0,-2.219,1,0.0589,0.009000000000000001,1.11e-05,0.34600000000000003,0.47600000000000003,164.042,183507,4,2012,major
3993,P!nk,Try,1,0.6729999999999999,0.629,2,-7.072,1,0.0299,0.00141,0.0,0.0944,0.551,103.99799999999999,247907,4,2012,major
3994,The Weeknd,What You Need,1,0.657,0.405,0,-8.637,0,0.0584,0.525,0.07200000000000001,0.146,0.0673,133.895,196360,4,2012,minor
3995,Rihanna,Pour It Up,1,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,161200,4,2012,major
3996,Muse,Madness,1,0.502,0.41700000000000004,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,4,2012,major
3997,Shinedown,Enemies,1,0.507,0.966,1,-2.635,1,0.046,0.00159,0.0,0.336,0.502,136.035,188093,4,2012,major
3998,alt-J,Ms,1,0.611,0.413,5,-11.408,1,0.0352,0.8759999999999999,0.0226,0.0799,0.0698,130.972,238747,4,2012,major
3999,Lana Del Rey,Born To Die,1,0.428,0.626,4,-6.638999999999999,0,0.0339,0.222,8.22e-05,0.27699999999999997,0.379,86.02,285400,4,2012,minor
4000,Katy Perry,Teenage Dream,1,0.7190000000000001,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,227760,4,2012,major
4001,Hoodie Allen,No Interruption,1,0.4970000000000001,0.706,1,-6.455,1,0.0667,0.22699999999999998,0.0,0.22399999999999998,0.55,103.0,215241,4,2012,major
4002,Julie Fowlis,"Touch The Sky - From ""Brave""/Soundtrack",1,0.3720000000000001,0.6409999999999999,2,-7.954,1,0.047,0.13699999999999998,0.0,0.10300000000000001,0.33,119.01299999999999,151400,3,2012,major
4003,MARINA,Bubblegum Bitch,1,0.495,0.856,0,-5.122999999999998,0,0.0311,0.00021899999999999998,0.0,0.10300000000000001,0.609,158.024,154667,4,2012,minor
4004,Taylor Swift,All Too Well,1,0.602,0.609,0,-7.803,1,0.0243,0.0382,0.0002,0.127,0.337,93.06,327893,4,2012,major
4005,Rick Ross,Stay Schemin,1,0.541,0.7340000000000001,7,-4.232,0,0.166,0.0621,0.0,0.12,0.321,162.304,267720,4,2012,minor
4006,Frank Ocean,Sweet Life,1,0.479,0.5579999999999999,11,-6.074,1,0.179,0.22699999999999998,0.0,0.0808,0.8,83.465,262680,4,2012,major
4007,Rihanna,Loveeeeeee Song,1,0.71,0.598,5,-7.598,0,0.0319,0.508,0.0,0.0971,0.501,119.98100000000001,256320,4,2012,minor
4008,Lee Brice,A Woman Like You,1,0.5920000000000001,0.584,7,-7.4220000000000015,1,0.0305,0.245,0.0,0.0862,0.371,160.048,209787,4,2012,major
4009,Jason Aldean,When She Says Baby,1,0.6729999999999999,0.76,0,-5.126,1,0.0361,0.0682,0.00011599999999999999,0.309,0.807,113.06299999999999,171120,4,2012,major
4010,Dustin Lynch,Cowboys and Angels,1,0.355,0.55,10,-5.772,1,0.0285,0.245,3.2e-05,0.0979,0.26,73.842,227720,4,2012,major
4011,In This Moment,Whore,1,0.604,0.883,11,-3.821,0,0.047,0.0254,0.0,0.0813,0.544,90.001,245533,4,2012,minor
4012,Turnpike Troubadours,Good Lord Lorrie,1,0.555,0.649,7,-6.756,1,0.0284,0.27399999999999997,0.0,0.301,0.581,78.994,301000,4,2012,major
4013,alt-J,Fitzpleasure,1,0.5820000000000001,0.604,9,-6.9620000000000015,1,0.0493,0.134,0.0009570000000000001,0.102,0.341,143.952,219400,4,2012,major
4014,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),1,0.6579999999999999,0.677,5,-6.627999999999999,1,0.0393,0.248,0.0,0.368,0.248,124.91,251627,4,2012,major
4015,MARINA,Teen Idle,1,0.5710000000000001,0.6509999999999999,5,-6.26,1,0.0349,0.242,0.0,0.0938,0.374,121.20200000000001,254400,4,2012,major
4016,Of Monsters and Men,Dirty Paws,1,0.359,0.648,3,-7.06,1,0.035,0.10800000000000001,0.0135,0.0555,0.133,111.73299999999999,278373,4,2012,major
4017,Breakbot,Baby I'm Yours - feat. Irfrane,1,0.831,0.794,2,-3.701,0,0.0752,0.705,3.4e-05,0.0978,0.735,118.075,215787,4,2012,minor
4018,Of Monsters and Men,Mountain Sound,1,0.379,0.879,1,-4.336,0,0.0362,0.0421,0.00449,0.146,0.37,102.021,211453,4,2012,minor
4019,Calvin Harris,Sweet Nothing (feat. Florence Welch),1,0.573,0.929,8,-3.9419999999999997,0,0.109,0.19699999999999998,0.00011200000000000001,0.0567,0.5820000000000001,127.934,212560,4,2012,minor
4020,Florida Georgia Line,Stay,1,0.494,0.9359999999999999,1,-2.989,1,0.0418,0.0744,0.0,0.14800000000000002,0.5820000000000001,141.939,199320,4,2012,major
4021,MKTO,American Dream,1,0.5539999999999999,0.767,0,-5.043,1,0.0497,0.114,0.0,0.231,0.4970000000000001,122.846,225747,4,2012,major
4022,Taylor Swift,Safe & Sound - from The Hunger Games Soundtrack,1,0.47200000000000003,0.3,7,-10.807,1,0.027999999999999997,0.883,1.04e-05,0.0698,0.289,144.317,240067,4,2012,major
4023,Owl City,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",1,0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.38799999999999996,127.975,218093,4,2012,minor
4024,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,1,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347,4,2012,major
